pepA	azuC	crp	melR	prpR	rhaS	mtlR	zraR	fucR	ascG	lsrD	tnaA	mtlA	fucI	hofB	trxA	yhfA	malY	kbaZ	malK	cyaR	dadX	prpE	mtlD	agp	lsrC	araA	rhaD	entD	xseA	ykgR	glgA	hofC	fiu	modA	cirA	htpG	dksA	modC	gdhA	sfsA	zraP	dsdA	zraS	fbaA	agaV	fucA	glgS	fucU	glpE
0.9780433	0.1574411	0.9683520	0.9966646	0.5451296	0.6772046	0.7942439	0.8401336	0.8269817	1.0902621	0.4646227	1.0000255	0.6897749	0.9748331	1.0242267	0.3058609	0.8620617	0.0790889	0.9679765	0.9623438	0.0000000	1.0762053	0.9530840	0.5449571	0.8167116	0.5747586	0.9970225	1.0227000	0.9935184	0.3896951	0.9928657	0.9827992	0.9436391	0.5443945	0.5908821	1.0224425	0.6179612	0.9018016	1.0592963	0.2203757	0.7433810	1.0065175	1.0170894	1.0495039	0.8809463	0.8898369	1.0028658	0.7213025	0.6775705	1.1619124
0.9774040	0.1783712	0.9891942	0.9289797	0.4705344	0.7486665	0.9493064	0.8726441	0.7358962	0.9888924	0.5393887	0.9817960	0.6943937	1.0394100	1.0144234	0.3081611	0.9339731	0.0714970	1.0539394	1.0588425	0.6507171	0.0000000	0.9747151	0.4982983	0.7755860	0.6063799	0.8746829	0.9617443	1.0155960	0.3327702	1.0277686	0.9800889	0.9997422	0.5723989	0.5851260	0.9696013	0.5983092	1.0309522	1.0258657	0.2397787	0.7320825	1.0759257	1.0291535	0.9697726	0.8696698	0.9171415	1.0000929	0.8025791	0.6462101	0.9947584
1.0236099	0.1392037	1.0077122	0.9473570	0.4590907	0.6198032	0.8358407	0.8286916	0.8184678	1.0837119	0.4897219	1.0155653	0.6478904	0.9797213	1.0555214	0.3041860	0.8707067	0.0818935	0.9737299	0.9923595	0.7275411	0.9195726	0.0000000	0.5395528	0.8160610	0.5560175	0.9663738	1.0537810	1.0404144	0.2791429	0.9796048	0.8790137	0.9489119	0.5542275	0.6254463	1.0093038	0.5501270	1.0076993	1.0361946	0.2336065	0.6190392	1.0492350	0.9200653	1.0637865	0.9602529	0.8586505	0.9979255	0.7785555	0.6886735	1.0000176
1.0090651	0.1072448	1.0756193	1.0014319	0.5278241	0.6996615	0.8825421	0.8897301	0.8177667	0.9738234	0.6038200	0.9610180	0.6628000	0.9774348	0.9563759	0.2927573	0.9002698	0.0770301	0.9497444	0.9537372	0.8036661	1.0106688	0.9870208	0.0000000	0.7820511	0.6304078	1.0447599	1.0595811	0.9905719	0.2073251	0.9660708	0.9433119	0.9455367	0.6061854	0.6062259	1.0618713	0.3988509	0.9518159	1.0428187	0.1591514	0.6910846	1.0691605	0.9733647	1.0039113	0.9251888	0.9328099	0.9402293	0.7810154	0.6631402	0.9619286
1.0122467	0.1451158	0.9433051	0.9598275	0.5189114	0.7586179	0.8520950	0.8045335	0.7446564	1.0237915	0.6454996	0.9845172	0.6639012	1.0289029	1.0181563	0.3004890	0.8086519	0.0677018	1.0478876	1.0529740	0.7104215	0.9810931	1.0078330	0.5613832	0.0000000	0.5090101	0.9830791	1.0169306	1.0201165	0.2868535	0.9920432	0.9978338	1.1100891	0.6230131	0.6338081	1.0362791	0.5768501	1.0442014	1.0606101	0.1743384	0.6702111	0.9552645	1.0560673	1.0124177	1.0021898	0.9026211	0.9295302	0.8357569	0.7717502	0.8904472
0.9921339	0.1331462	1.0786012	1.0741730	0.4880304	0.7119927	0.8678082	0.8398405	0.7656932	1.0394910	0.6541243	1.0046554	0.6585191	0.9985368	0.9892955	0.2768999	1.0090064	0.0605103	0.9851257	1.0283842	0.7690257	0.9458906	1.1049474	0.4644955	0.8944645	0.0000000	1.0661189	1.0067005	0.9847323	0.2260200	0.9927320	0.8737484	0.9714558	0.5931435	0.6118180	0.9886419	0.4678641	1.0406148	1.0327378	0.1490959	0.6987949	0.9163148	1.0177942	1.0049238	1.0175597	0.8851165	1.0270753	0.8110341	0.7234681	0.9972523
1.0306258	0.0846347	1.0492888	0.9694040	0.5337931	0.6544747	0.9852446	0.8518442	0.8083259	0.9334440	0.5771640	1.0114123	0.6363383	1.0497302	1.0187180	0.2898820	0.9042818	0.0573020	1.0517406	1.0385113	0.7411298	1.0351978	1.0671578	0.5222618	0.7470268	0.6061354	0.0000000	0.9777602	0.9841644	0.2642905	0.9148405	1.0725315	0.9268795	0.5933492	0.6650910	0.9225894	0.4711952	1.0765820	0.9525543	0.1939981	0.7526565	1.0968661	1.0650709	0.9340042	0.9310935	0.9720626	1.0434769	0.7950412	0.7306196	1.0147351
1.0312777	0.2243168	0.9682039	1.0905335	0.5156467	0.7379869	0.8669717	0.8125527	0.8101776	0.9781225	0.5128443	0.9645488	0.6710756	0.9974539	1.0481315	0.3426792	0.9040133	0.1035018	1.0244868	1.0102069	0.6575481	1.0655786	0.9885226	0.6170502	0.8637918	0.5655992	0.9384926	0.0000000	0.9338464	0.2949482	0.9580688	0.9871850	0.9311928	0.5557572	0.6358930	0.9953704	0.4931792	1.0806865	1.0603516	0.2077913	0.6815804	1.0706850	0.9498710	1.1139517	0.9100829	0.9036513	0.9173009	0.7142678	0.7527868	0.9633001
0.9835038	0.0994408	1.0915275	0.9876964	0.5082290	0.7541797	0.9871704	0.9366703	0.8628991	1.0333077	0.7162892	1.0624112	0.6623886	0.9936226	0.9844350	0.2792300	0.8915960	0.0604144	1.0332678	1.0499343	0.8076661	1.0742445	1.0114059	0.4911406	0.8699087	0.6390876	1.0598084	0.9973402	0.0000000	0.1997028	1.0118242	0.9218548	0.9401781	0.5627374	0.6296729	1.0244593	0.5670446	1.0876208	1.0316172	0.1595236	0.7503735	1.0231719	0.9836546	1.0230374	0.9949850	0.9745152	0.9879034	0.9265243	0.8269535	0.9576964
0.9627548	0.1527888	0.9395306	1.0480918	0.4973342	0.7131842	0.9137895	0.8709121	0.8764117	0.9501861	0.5430680	0.9966266	0.6469827	1.0438938	0.9554787	0.3148829	0.8823043	0.0604005	0.9889673	1.0253114	0.7142225	1.1690782	1.0683505	0.6008389	0.7399548	0.6405220	1.0772206	1.0719242	1.0647175	0.0000000	0.9079914	0.9905152	0.9743577	0.5388986	0.7000419	1.0268617	0.5358281	1.0056528	0.9676181	0.1989090	0.6630462	0.9941297	0.9969933	1.0460270	0.9271906	0.8599488	0.8979820	0.7684984	0.7050587	1.0447574
