pspF	rstB	phoP	treR	rstA	mgtA	slyB	pagP	borD	ybjG	purH	phoQ	metB	hemL	pspE	treB	mgrB	argD	pspB	pspD	metL	purD	pspG	pspC	asr	yrbL	pspA	nagA	treC	dcuD	rutB	ygiA	malS	tolC	rutC	rutD	rutA	rutG	rutF	rutE	ygiC	fadL	ygiB	narJ	narI	narG	narH	csgE	csgF	acrB
0.5358679	0.3775731	0.7583404	0.1391743	0.6818936	0.3214704	0.6282721	0.4909983	0.8077553	0.7276052	0.7251834	0.7359455	0.4426497	0.7631753	0.5525966	0.4378531	0.6669868	0.0999384	0.6625700	0.7714853	0.7821828	0.3595026	0.6494619	0.5917749	0.5493289	0.6919867	0.4967993	0.4956801	0.5656597	0.1253775	0.4353715	0.7824659	0.7100410	0.6342918	0.6585391	0.4326151	0.6299373	0.4849201	0.6579431	0.4174155	0.0000000	0.7767741	0.8230257	0.7136546	0.5445687	0.8692465	0.5795580	0.1831127	0.3617185	0.2994669
0.7387516	0.4283103	0.8519654	0.1654043	0.6519396	0.3732726	0.5995066	0.5680804	0.7067964	0.8076010	0.6096699	0.7241335	0.4931667	0.7292296	0.5681527	0.5188496	0.7306042	0.1422979	0.7967196	0.8479182	0.5701180	0.3712118	0.7433904	0.5896705	0.4515956	0.6503843	0.6599314	0.4643043	0.6735090	0.0948911	0.4711760	0.7114312	0.5785406	0.5560629	0.5596559	0.4510617	0.6578963	0.4956426	0.7106712	0.3714453	0.5209418	0.0000000	0.7287642	0.7099034	0.3951780	0.6326622	0.5751705	0.2002906	0.3212811	0.2409180
0.8528311	0.3324292	0.6765266	0.1936474	0.6217685	0.4095620	0.6617052	0.5819846	0.7623765	0.7816783	0.6931784	0.5895042	0.4990001	0.6172757	0.4847989	0.5453211	0.6885026	0.1336213	0.7121052	0.6471445	0.6258214	0.3644382	0.6104522	0.4947855	0.5660151	0.6544843	0.6265137	0.4228447	0.6817474	0.0513861	0.4448631	0.6934868	0.6007469	0.5494493	0.5644207	0.4922969	0.7334085	0.3554092	0.5705700	0.4422342	0.5381113	0.7031284	0.0000000	0.5624155	0.4085465	0.6410603	0.5863736	0.2331761	0.3101807	0.2058037
0.6499722	0.3721460	0.6024598	0.0936472	0.7944677	0.4866438	0.7799494	0.5147146	0.7028110	0.6501636	0.7631982	0.6888373	0.4150643	0.6625086	0.5264773	0.4380037	0.7258888	0.0859105	0.8199693	0.6718936	0.7469417	0.4610959	0.5633642	0.5363155	0.4511302	0.7104015	0.5898207	0.5595397	0.7623100	0.0557449	0.4765001	0.7471538	0.5626034	0.5294465	0.5387479	0.5598297	0.7034216	0.4208270	0.7438086	0.4581446	0.5210062	0.6374424	0.5682576	0.0000000	0.4803738	0.7543195	0.4786418	0.2462411	0.4477854	0.2147584
0.8780840	0.4455561	0.6599940	0.1230341	0.8413081	0.4272366	0.7299302	0.5291386	0.6492605	0.8555714	0.7165604	0.5942148	0.5384300	0.6537736	0.6329050	0.5370231	0.5948355	0.0631654	0.6094100	0.8950061	0.7415209	0.3227677	0.5446126	0.4933466	0.4960158	0.6737445	0.5997418	0.3514971	0.6188632	0.0667749	0.4152123	0.6141493	0.5615028	0.5292504	0.5498693	0.4769633	0.6441709	0.4128115	0.6145189	0.3877724	0.5537489	0.6357818	0.7274865	0.7076958	0.0000000	0.6469880	0.6248233	0.1986013	0.3406682	0.2401467
0.6995181	0.3356341	0.7830203	0.1334750	0.6395372	0.3677633	0.6263346	0.5415791	0.6465405	0.7466945	0.7143249	0.6388385	0.4318613	0.6116888	0.6303945	0.4600702	0.7605724	0.0939952	0.6845484	0.7769052	0.9140638	0.4526905	0.6363196	0.5788696	0.5113107	0.5700952	0.7832588	0.3551395	0.6041350	0.0594346	0.4485276	0.6767176	0.6189120	0.6064581	0.7209143	0.5004935	0.8066547	0.3814404	0.6435848	0.4181439	0.5744316	0.6490359	0.7735346	0.6909180	0.4302136	0.0000000	0.4844239	0.2640719	0.3991176	0.2265864
0.7351831	0.3542469	0.7375850	0.1218719	0.7100274	0.2852184	0.5268901	0.4544758	0.6552420	0.7161073	0.6821870	0.7052653	0.4866085	0.8996883	0.5759536	0.4048927	0.6095646	0.1138124	0.6244735	0.6388312	0.6432729	0.3530901	0.5811398	0.6258761	0.4729807	0.6296327	0.7003616	0.2872152	0.7812856	0.0810015	0.4492965	0.7372602	0.6084611	0.5592703	0.4992546	0.4333359	0.6347414	0.3736879	0.5699741	0.3833489	0.5253598	0.9217063	0.8065656	0.5922593	0.5649794	0.7656790	0.0000000	0.3364813	0.4874223	0.2161146
0.5703936	0.3501895	0.6511258	0.1008478	0.7860247	0.4274292	0.5424623	0.5892552	0.6659133	0.7904082	0.6153810	0.6047428	0.5552405	0.6181789	0.5542323	0.5968382	0.8123197	0.0984155	0.7630066	0.6031375	0.6551381	0.4220419	0.6477318	0.6192409	0.6139370	0.6427878	0.5943141	0.4842521	0.6731565	0.0912666	0.4220789	0.7124687	0.6022203	0.6034332	0.5399827	0.5682628	0.6283689	0.3924879	0.7792675	0.4223607	0.6554886	0.7130442	0.6691796	0.5562723	0.6177705	0.6882099	0.5716383	0.0000000	0.4471486	0.2294020
0.7162732	0.3659933	0.6995656	0.1675286	0.7028515	0.3395675	0.6013154	0.5411146	0.7903054	0.7880890	0.5734976	0.6092885	0.4144360	0.8423826	0.5908598	0.5056375	0.8938409	0.1178891	0.6584837	0.8008397	0.7932245	0.3966290	0.6979704	0.6097142	0.6767966	0.6659038	0.4844011	0.4839676	0.6227788	0.0985043	0.3738194	0.7582293	0.6134818	0.5096944	0.5444896	0.5784825	0.6336566	0.4899540	0.6822945	0.3655916	0.5488315	0.6564939	0.6387145	0.7763456	0.4669543	0.7392952	0.5989506	0.2126607	0.0000000	0.1646185
0.7507023	0.3264201	0.5674506	0.1025981	0.5847786	0.3126227	0.7258515	0.5604905	0.6765223	0.7205350	0.6903486	0.7697492	0.4205225	0.5521841	0.5268272	0.4868908	0.6410607	0.1344922	0.6546414	0.6750613	0.6168826	0.2571385	0.6488118	0.4330508	0.5240189	0.5952122	0.6428664	0.3356239	0.7213076	0.0981161	0.3255652	0.5551564	0.6757247	0.4783982	0.5300079	0.4087050	0.6840982	0.4214148	0.6464148	0.3681001	0.4284316	0.7624518	0.6990314	0.7457096	0.5319960	0.6639194	0.4322385	0.2249624	0.4637784	0.0000000
