pspF	rstB	phoP	treR	rstA	mgtA	slyB	pagP	borD	ybjG	purH	phoQ	metB	hemL	pspE	treB	mgrB	argD	pspB	pspD	metL	purD	pspG	pspC	asr	yrbL	pspA	nagA	treC	dcuD	rutB	ygiA	malS	tolC	rutC	rutD	rutA	rutG	rutF	rutE	ygiC	fadL	ygiB	narJ	narI	narG	narH	csgE	csgF	acrB
0.9796884	0.5525290	0.9979853	0.1966522	0.9826744	0.5318105	0.9008572	0.6894350	1.0616165	0.9547503	1.0106517	0.8874362	0.7092050	0.9939942	0.9005223	0.4636923	0.9908230	0.1349217	0.9157968	0.9081865	1.0129197	0.5224805	0.9318181	0.8007904	0.7462807	0.8894591	0.9642092	0.6338079	0.9976288	0.0923031	0.6959926	0.9914068	0.9253982	0.7773369	0.8533353	0.7834536	0.9789725	0.4843335	0.9189836	0.6148612	0.8859921	1.0103115	1.1233399	0.9808604	0.8184843	1.0008600	0.6815282	0.3513430	0.5392511	0.2217837
0.9819065	0.4792081	1.0002680	0.1425420	1.0434576	0.5929523	0.9796003	0.7312648	1.1277449	1.0365465	1.0408001	1.1327430	0.8056147	1.0947920	0.8309374	0.7216042	0.9343831	0.1108989	0.9484169	0.9081232	1.0477718	0.5725297	0.9344102	0.7725754	0.7819965	0.7944804	0.9477041	0.6036722	0.8170202	0.0391326	0.6099060	1.0637494	0.8419927	0.8558005	0.8093239	0.7589543	1.0376517	0.6647512	0.9464851	0.5954763	0.8270769	1.0258970	1.1415549	0.9549458	0.8685330	1.0217188	0.7382867	0.3176207	0.4790326	0.2409121
1.0541387	0.5545707	0.9896253	0.1526015	0.9089532	0.5656047	0.8763554	0.6151667	1.0276362	1.0929208	1.0055634	0.9543394	0.5735180	0.8738488	0.7062181	0.8728649	0.9577287	0.0701230	0.9648152	0.9566939	1.0221485	0.5575771	0.9901548	0.7646873	0.5999221	0.9767096	1.0019415	0.6655539	0.9382557	0.1198941	0.7752907	1.0445928	0.9263190	0.7680511	0.8364622	0.6413527	0.9301041	0.6371178	1.0299649	0.8370251	0.7933847	0.9847883	0.9322962	0.8852958	0.6912254	0.8545805	0.7789255	0.3662802	0.6180223	0.2777196
1.0246138	0.5726465	1.0476733	0.2030751	0.9211834	0.4912440	0.9623663	0.7039179	1.0368056	0.9696857	1.0431199	0.9333591	0.6830340	1.0273457	0.8562430	0.6578542	1.0455501	0.1523568	0.9449845	1.0491999	1.1099077	0.4451338	0.9407330	0.6688713	0.7543095	0.9089241	0.9391432	0.5277182	1.0225423	0.0947898	0.6484807	0.9569037	0.9455331	0.8942581	0.7064548	0.5524501	0.9698108	0.7287146	1.0361229	0.5138967	0.8179290	0.9324655	0.9572063	0.9916060	0.9593914	1.0303099	0.8385118	0.3680930	0.5433732	0.0302179
0.9674522	0.5943027	1.1266975	0.1493467	1.0255259	0.5967694	0.9810211	0.8633716	1.0127667	0.9953304	0.9588021	0.9763121	0.8243121	0.9309649	0.8745890	0.6224798	0.9763327	0.1419706	0.8053294	1.0436182	1.0483017	0.6521522	0.9490359	0.8788655	0.7426260	0.8846642	0.8753376	0.6560970	0.9840189	0.1462049	0.5955987	0.9623521	0.8524613	0.8637837	0.9048931	0.8466701	1.0033934	0.7917343	0.9335878	0.7504715	0.8843437	0.8429115	0.9705477	1.0338176	0.8762662	1.0764397	0.7753047	0.3353527	0.5822986	0.2012654
1.0041415	0.5424042	0.7790182	0.2152017	1.0111769	0.4841599	0.9075912	0.7476262	1.0217794	0.8884709	1.0384088	0.9343744	0.5625101	0.9548551	0.9639227	0.5259615	1.0048029	0.1273307	0.9031384	0.9550248	1.0721979	0.5102835	1.0261497	0.8075170	1.0403313	0.8448447	0.9298759	0.5150611	0.6226973	0.0106529	0.4759531	0.8063369	0.9188734	0.8170036	0.6715078	0.7260582	0.9287740	0.7330570	0.9353366	0.4918208	0.8276252	1.0653740	1.1009793	0.9376755	0.7142785	1.0620944	0.8812518	0.2943209	0.4582283	0.3028079
0.8622125	0.6998688	1.0434394	0.1379062	1.0124491	0.5695007	0.8873566	0.9405232	0.9476323	1.0070259	0.9764865	0.8827781	0.7251629	1.1057987	0.7414549	0.5161109	0.9124438	0.1346409	0.8714236	0.9925548	1.0501542	0.6735164	0.9534127	0.6561222	0.6492785	0.8989488	0.9116922	0.4733696	1.0040141	0.1367187	0.6574245	0.9669308	0.7898612	0.8331564	0.9513423	0.9242200	0.9221764	0.6666645	0.8756100	0.7157690	0.8935948	1.0156449	0.9266857	0.9956654	0.4991028	1.0690829	0.6222336	0.4684176	0.2722429	0.2308214
0.8570204	0.2800867	0.6785765	0.2800395	1.0102085	0.3102596	0.6462389	0.6784013	1.1271751	1.0612920	0.8627448	0.8370060	0.5481102	0.9720602	0.8986372	0.4557871	0.9477258	0.2951422	0.9733831	0.9349412	0.9381426	0.1221832	1.0691137	0.8716487	0.7694051	0.7182625	0.9076510	0.2680316	0.8835166	0.0536626	0.3548785	0.9784176	0.4854762	0.5355544	0.4942076	0.4570936	0.8936346	0.4267089	0.9417969	0.2938976	0.5234905	1.0854277	1.0867685	0.9050505	0.7481786	0.9773516	0.8076809	0.2138525	0.5313171	0.4862396
0.5871690	0.2532675	0.5452663	0.2431933	1.0629329	0.3310033	0.7253889	0.5610180	0.9894387	0.9243865	0.9342232	0.9576063	0.2211007	1.0505259	0.4009645	0.5757093	0.9245381	0.3776948	0.8410235	0.8476938	1.0074906	0.3524345	0.7088315	0.5317528	0.8766470	0.6173992	0.4552625	0.2580526	0.8901241	0.2277507	0.2555790	0.9133878	0.4979782	0.6762562	0.5472163	0.3945344	1.0006036	0.4204246	0.8332235	0.3118376	0.3100743	0.8983329	1.1086174	1.0382999	0.5722770	0.9265354	0.7154510	0.3778223	0.6103197	0.1574376
0.8326115	0.4938319	1.0038015	0.2040749	0.9505621	0.4817609	0.9590755	0.7529277	0.9987270	1.0505596	0.8847798	0.9923247	0.6869277	1.0557528	0.6804237	0.6174222	1.0321039	0.1651454	0.9993476	0.9168782	1.0085457	0.5144318	0.8248150	0.8965048	0.8143309	0.8161095	0.9146496	0.5245789	0.8919097	0.0800508	0.6460473	1.0291928	0.8763140	0.7517836	0.7306343	0.7626996	1.0316621	0.8546839	1.0411080	0.6316765	0.7838511	0.8920450	0.8788546	1.0127025	0.6367446	1.0450072	0.7379262	0.3785029	0.4957542	0.1884131
